ensid	gene_name	logFC	AveExpr	t	P.Value	adj.P.Val	B	ranks
ENSG00000079257	LXN	0.0909334599078349	4.48747545267363	1.02714327752895	0.30485909490272	0.403500574676255	-6.7434691156527	0.515900844082619
ENSG00000079263	SP140	-0.0506751061144144	3.42440853103356	-0.495562510321152	0.620424983969407	0.705311947938827	-7.05873232604123	-0.207310721848796
ENSG00000079277	MKNK1	-0.150083863266125	5.14605632026945	-2.3945960535891	0.0170129023449398	0.0368166372839968	-4.46654550861617	-1.76922159086306
ENSG00000079308	TNS1	0.14392781417234	5.13708164106513	1.25271549455872	0.210905975774442	0.301210799171985	-6.53098893103131	0.675911114859385
ENSG00000079313	REXO1	0.0110037083435968	3.81420981749684	0.166438985284933	0.867880059974542	0.906064193858582	-7.2011923363324	0.061540289674188
ENSG00000079332	SAR1A	-0.213236787326189	4.35520050220241	-3.11526371333806	0.00194538700186937	0.00561844621478519	-2.47156003089727	-2.71099399019553
ENSG00000079335	CDC14A	0.154878062912339	2.85727955795183	1.71397945950121	0.0871640579296648	0.145275003862959	-5.64792093643166	1.0596625593409
ENSG00000079337	RAPGEF3	0.202479268966635	3.51530513576048	1.49714412306736	0.134998750204814	0.209141158073714	-6.06195981274005	0.869670252109921
ENSG00000079385	CEACAM1	0.798455490152579	7.04621068117032	6.2500065324711	8.92137979524158e-10	1.05959123761088e-08	11.4274274294012	9.04956797173176
ENSG00000079387	SENP1	-0.360933125431677	3.68030407297067	-6.09390194041151	2.23046264294542e-09	2.47706312354871e-08	10.6371257997341	-8.65160504617198
ENSG00000079432	CIC	-0.0226584586172165	4.80626892830521	-0.387336417706944	0.698675124367626	0.771255804545379	-7.229805254672	-0.155724719093149
ENSG00000079435	LIPE	0.4614241760531	1.13652035565966	5.521702690236	5.450862627205e-08	4.65494940333176e-07	7.7094123577007	7.26353476293627
ENSG00000079459	FDFT1	0.702403320194516	6.41864313252927	7.71060833309888	7.02319618687732e-14	1.56536910035873e-12	20.661483428601	13.1534651997756
ENSG00000079462	PAFAH1B3	-0.26634831432292	3.78336848924333	-2.71077161430886	0.0069479305548611	0.017025888242959	-3.59414813417883	-2.15814453101241
ENSG00000079482	OPHN1	0.376686253437248	2.20069596364864	5.2676642616631	2.07208157328394e-07	1.56647408847655e-06	6.37791674713204	6.68359315137384
ENSG00000079557	AFM	-0.463825577750469	-0.943696241016729	-3.80443720529133	0.000160071175391346	0.00061959466541665	-0.0899259360695659	-3.79568686605402
ENSG00000079616	KIF22	-0.139777239351093	5.173732279152	-1.84023360062312	0.0663377090378402	0.115801487098474	-5.63133187331061	-1.17823953084795
ENSG00000079689	SCGN	0.677198379125547	-0.159729801732485	3.37388054706181	0.000799843487452907	0.00257088450551659	-1.44925574226552	3.09699498698995
ENSG00000079691	CARMIL1	0.392209666247811	5.56102827416783	5.76754729001881	1.42503773699807e-08	1.37175957493583e-07	8.73145066709537	7.84617363477616
ENSG00000079739	PGM1	0.113505527936592	6.06288240088655	1.59464983429551	0.111434464790505	0.178409835702045	-6.06642629730264	0.952980468467104
ENSG00000079785	DDX1	-0.218932132310199	6.53089609789553	-3.53707893921851	0.000442992380881284	0.00152333885964703	-1.16620204588032	-3.35360374323443
ENSG00000079805	DNM2	0.989392718839842	8.77630722420611	15.7665221329986	1.32109984701502e-45	9.8642121910455e-43	92.9015544846176	44.8790643577307
ENSG00000079819	EPB41L2	0.140928795967542	5.11998781295865	1.46930783508258	0.142390175101443	0.218414192636098	-6.22764812678595	0.846519975912877
ENSG00000079841	RIMS1	-0.267236231249149	-0.945675404757861	-2.43112316074928	0.0154092105783364	0.0337802228376135	-4.26165519882714	-1.81221960983799
ENSG00000079931	MOXD1	0.559780440262361	1.11337524814113	4.04424679856533	6.09503807997863e-05	0.000261349259172131	0.993499823711155	4.21502357669483
ENSG00000079950	STX7	0.361216280144206	3.82854625966227	3.72860779957349	0.000214995502286532	0.000805334322946205	-0.370583096597689	3.6675706254452
ENSG00000079974	RABL2B	-0.122705847334199	5.26342015494654	-1.79470206468703	0.0733165806541677	0.125672743086422	-5.71597082524169	-1.13479779790588
ENSG00000079999	KEAP1	-0.142049552571607	3.67983486257133	-2.24297371766882	0.0253440951432916	0.0515686527369864	-4.71669794145571	-1.59612320971935
ENSG00000080007	DDX43	0.000539852789435552	0.688734084530294	0.00268714865110468	0.997857060315167	0.998704175463998	-6.98781112120323	0.000931665488563442
ENSG00000080031	PTPRH	1.43854647269171	6.12933629796087	13.2308216948228	2.16733758723126e-34	4.07969428184708e-32	67.3097216325609	33.664073437156
ENSG00000080189	SLC35C2	-0.136584135663185	5.05267622211332	-1.98767690305818	0.0474028302459096	0.0872420834367246	-5.34993019782128	-1.32419572745068
ENSG00000080200	CRYBG3	0.00795250426580529	3.13379882918896	0.119420529515715	0.904991076493139	0.933324130453329	-7.12693824549742	0.0433557030587695
ENSG00000080224	EPHA6	-0.035033832796286	-0.868134627800686	-0.343419921272981	0.731429675198458	0.798091710480075	-7.13047052098429	-0.13582742366232
ENSG00000080293	SCTR	1.83598382048172	2.93306580219765	8.44399191789112	3.48797680786327e-16	1.05439514839591e-14	26.0123672343632	15.457426411426
ENSG00000080298	RFX3	-0.109822689256974	3.17069318733534	-1.10593484696123	0.269296677027589	0.366212091149708	-6.53172043899939	-0.569769005509713
ENSG00000080345	RIF1	-0.218122884953522	5.48622445517286	-3.08957219707377	0.00211820292087926	0.00605587050768287	-2.60627007211066	-2.6740324374312
ENSG00000080371	RAB21	0.0249881201081514	5.66897250572119	0.268659885792448	0.788304346481087	0.844110417087084	-7.2926923801493	0.103306078856946
ENSG00000080493	SLC4A4	2.11480707733263	4.00861423263941	11.361424329342	1.02293589371547e-26	9.20231486715921e-25	49.8611169572598	25.9901515821999
ENSG00000080503	SMARCA2	0.0983128277132583	5.26616900680717	1.27072084176432	0.204430135097805	0.293785528080505	-6.51503851561464	0.689455084359123
ENSG00000080511	RDH8	0.170116374751762	-1.19305845039277	2.00714064120825	0.04528266197584	0.0839192213335664	-5.22626127150146	1.34406805073681
ENSG00000080546	SESN1	-0.0337977537212966	2.51484373424407	-0.36615394155487	0.714408031175415	0.784371135100936	-7.01213784587117	-0.146053671874884
